show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,semantic_tags
s62,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,Hirotsugu Kawasaki,"Junko Takeuchi, Gamon Kaai, Chie Nakamura, Showtaro Morikubo, Akira Ishida, Yasuyuki Kase, Urara Takano, Sachiko Kojima, Houko Kuwashima, Takako Honda",Japan,"September 15, 2021",2005,TV-PG,97 min,"Action & Adventure, Anime Features, International Movies","While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",hirotsugu-kawasaki | kawasaki | junko-takeuchi | takeuchi | gamon-kaai | kaai | chie-nakamura | nakamura | showtaro-morikubo | morikubo | akira-ishida | ishida | yasuyuki-kase | kase | action-and-adventure | anime-features | international-movies | 2000s | classic | movie
s63,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",Japan,"September 15, 2021",2006,TV-PG,95 min,"Action & Adventure, Anime Features, International Movies","Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",toshiyuki-tsuru | tsuru | junko-takeuchi | takeuchi | chie-nakamura | nakamura | yoichi-masukawa | masukawa | kazuhiko-inoue | inoue | akio-otsuka | otsuka | kyousuke-ikeda | ikeda | action-and-adventure | anime-features | international-movies | 2000s | classic | movie
s64,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",Japan,"September 15, 2021",2004,TV-PG,83 min,"Action & Adventure, Anime Features, International Movies","Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",tensai-okamura | okamura | junko-takeuchi | takeuchi | noriaki-sugiyama | sugiyama | chie-nakamura | nakamura | kazuhiko-inoue | inoue | yuhko-kaida | kaida | tsutomu-isobe | isobe | action-and-adventure | anime-features | international-movies | 2000s | classic | movie
s66,TV Show,Numberblocks,,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",United Kingdom,"September 15, 2021",2021,TV-Y,6 Seasons,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",beth-chalmers | chalmers | david-holt | holt | marcel-mccalla | mccalla | teresa-gallagher | gallagher | kids'-tv | 2020s | recent | tv-show
s67,TV Show,Raja Rasoi Aur Anya Kahaniyan,,,India,"September 15, 2021",2014,TV-G,1 Season,"Docuseries, International TV Shows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",docuseries | international-tv-shows | 2010s | modern | tv-show
s68,TV Show,Saved by the Bell,,"Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins",United States,"September 15, 2021",1994,TV-PG,9 Seasons,"Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",mark-paul-gosselaar | gosselaar | tiffani-thiessen | thiessen | mario-lopez | lopez | lark-voorhies | voorhies | elizabeth-berkley | berkley | dustin-diamond | diamond | kids'-tv | tv-comedies | 1990s | classic | tv-show | friendship
s69,Movie,Schumacher,"Hanns-Bruno KammertÃ¶ns, Vanessa NÃ¶cker, Michael Wech",Michael Schumacher,,"September 15, 2021",2021,TV-14,113 min,"Documentaries, International Movies, Sports Movies","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",hanns-bruno-kammertã¶ns | kammertã¶ns | vanessa-nã¶cker | nã¶cker | michael-schumacher | schumacher | documentaries | international-movies | sports-movies | 2020s | recent | movie
s70,TV Show,Stories by Rabindranath Tagore,,,India,"September 15, 2021",2015,TV-PG,1 Season,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,international-tv-shows | tv-dramas | 2010s | modern | tv-show
s71,TV Show,Too Hot To Handle: Latino,,ItatÃ­ Cantoral,,"September 15, 2021",2021,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",itatã­-cantoral | cantoral | international-tv-shows | reality-tv | romantic-tv-shows | 2020s | recent | tv-show
s72,Movie,A StoryBots Space Adventure,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",,"September 14, 2021",2021,TV-Y,13 min,Children & Family Movies,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,david-a.-vargas | vargas | evan-spiridellis | spiridellis | erin-fitzgerald | fitzgerald | jeff-gill | gill | fred-tatasciore | tatasciore | evan-michael-lee | lee | jared-isaacman | isaacman | children-and-family-movies | 2020s | recent | movie
s73,TV Show,Jack Whitehall: Travels with My Father,,"Jack Whitehall, Michael Whitehall",United Kingdom,"September 14, 2021",2021,TV-MA,5 Seasons,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",jack-whitehall | whitehall | michael-whitehall | british-tv-shows | docuseries | international-tv-shows | 2020s | recent | tv-show | family
s75,TV Show,The World's Most Amazing Vacation Rentals,,,,"September 14, 2021",2021,TV-PG,2 Seasons,Reality TV,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",reality-tv | 2020s | recent | tv-show
s76,Movie,You vs. Wild: Out Cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",,"September 14, 2021",2021,TV-G,106 min,Children & Family Movies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",ben-simms | simms | bear-grylls | grylls | jason-derek-prempeh | prempeh | children-and-family-movies | 2020s | recent | movie
s77,TV Show,Yowamushi Pedal,,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama",Japan,"September 14, 2021",2013,TV-14,1 Season,"Anime Series, International TV Shows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",daiki-yamashita | yamashita | kohsuke-toriumi | toriumi | jun-fukushima | fukushima | hiroki-yasumoto | yasumoto | showtaro-morikubo | morikubo | kentaro-ito | ito | anime-series | international-tv-shows | 2010s | modern | tv-show | friendship
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",,"September 10, 2021",2021,TV-Y7,93 min,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",tomer-eshed | eshed | thomas-brodie-sangster | brodie-sangster | felicity-jones | jones | freddie-highmore | highmore | patrick-stewart | stewart | meera-syal | syal | sanjeev-bhaskar | bhaskar | children-and-family-movies | 2020s | recent | movie
s82,Movie,Kate,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",United States,"September 10, 2021",2021,R,106 min,Action & Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",cedric-nicolas-troyan | nicolas-troyan | mary-elizabeth-winstead | winstead | jun-kunimura | kunimura | woody-harrelson | harrelson | tadanobu-asano | asano | miyavi | michiel-huisman | huisman | action-and-adventure | 2020s | recent | movie | family
s83,TV Show,Lucifer,,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",United States,"September 10, 2021",2021,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",tom-ellis | ellis | lauren-german | german | kevin-alejandro | alejandro | d.b.-woodside | woodside | lesley-ann-brandt | brandt | scarlett-estevez | estevez | crime-tv-shows | tv-comedies | tv-dramas | 2020s | recent | tv-show | crime
s84,TV Show,Metal Shop Masters,,Jo Koy,,"September 10, 2021",2021,TV-MA,1 Season,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",jo-koy | koy | reality-tv | 2020s | recent | tv-show
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele","Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs",Nigeria,"September 10, 2021",2020,TV-MA,147 min,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",jjc-skillz | skillz | funke-akindele | akindele | ayo-makun | makun | chioma-chukwuka-akpotha | akpotha | yemi-eberechi-alade | alade | blossom-chukwujekwu | chukwujekwu | deyemi-okanlawon | okanlawon | action-and-adventure | comedies | dramas | 2020s | recent | movie
s87,Movie,Prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",,"September 10, 2021",2021,TV-MA,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,thomas-sieben | sieben | david-kross | kross | hanno-koffler | koffler | maria-ehrich | ehrich | robert-finster | finster | yung-ngo | ngo | klaus-steinbacher | steinbacher | international-movies | thrillers | 2020s | recent | movie | friendship
s88,TV Show,Titipo Titipo,,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",,"September 10, 2021",2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,jeon-hae-ri | hae-ri | kim-eun-ah | eun-ah | hong-bum-ki | bum-ki | nam-do-hyeong | do-hyeong | um-sang-hyun | sang-hyun | kids'-tv | korean-tv-shows | 2010s | modern | tv-show
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,"September 9, 2021",2021,PG-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",marcus-clarke | clarke | malcolm-x | muhammad-ali | ali | documentaries | sports-movies | 2020s | recent | movie
s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",,France,"September 9, 2021",2021,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,mona-achache | achache | patricia-tourancheau | tourancheau | documentaries | international-movies | 2020s | recent | movie | family
s93,TV Show,Into the Night,,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet KurtuluÅ, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba GaÃ¯a Kraghede Bellugi, Nabil Mallat",Belgium,"September 8, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,pauline-etienne | etienne | laurent-capelluto | capelluto | stefano-cassetti | cassetti | mehmet-kurtuluå | kurtuluå | babetida-sadjo | sadjo | jan-bijvoet | bijvoet | international-tv-shows | tv-dramas | tv-mysteries | 2020s | recent | tv-show
s94,Movie,JJ+E,Alexis AlmstrÃ¶m,"Elsa Ãhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa BergstrÃ¶m Terent, Josef Kadim, Yohannes Frezgi",,"September 8, 2021",2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",alexis-almstrã¶m | almstrã¶m | elsa-ãhrn | ãhrn | mustapha-aarab | aarab | jonay-pineda-skallak | skallak | magnus-krepper | krepper | loreen | albin-grenholm | grenholm | dramas | international-movies | romantic-movies | 2020s | recent | movie | romance
s95,Movie,Show Dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States","September 8, 2021",2018,PG,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,raja-gosnell | gosnell | will-arnett | arnett | ludacris | natasha-lyonne | lyonne | stanley-tucci | tucci | jordin-sparks | sparks | gabriel-iglesias | iglesias | children-and-family-movies | comedies | 2010s | modern | movie
s96,TV Show,The Circle,,Michelle Buteau,"United States, United Kingdom","September 8, 2021",2021,TV-MA,3 Seasons,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",michelle-buteau | buteau | reality-tv | 2020s | recent | tv-show | friendship | action
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,"September 7, 2021",2018,TV-MA,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",stephen-kijak | kijak | ronnie-van-zandt | zandt | gary-rossington | rossington | allen-collins | collins | leon-wilkeson | wilkeson | bob-burns | burns | billy-powell | powell | documentaries | music-and-musicals | 2010s | modern | movie
s101,TV Show,Tobot Galaxy Detectives,,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",,"September 7, 2021",2019,TV-Y7,2 Seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",austin-abell | abell | travis-turner | turner | cole-howard | howard | anna-cummer | cummer | jesse-inocalla | inocalla | brian-dobson | dobson | kids'-tv | 2010s | modern | tv-show | friendship
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",,United States,"September 7, 2021",2021,TV-MA,80 min,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",chapman-way | way | maclain-way | documentaries | sports-movies | 2020s | recent | movie
